"arquivo","data","distribuidora_r_mil","periodo","referencia","divida_liquida_regulatorios","ebitda_ajst","qrr","fluxo_do_acionista","brl_ajustada_ipca","percent_div_reg_x_brl","dlr_ebitda_ajst_qrr","ebitda_ajst_vpb_reg","pmso_ajustado_pmso_regulatorio","capex_u4_5a","qrr_u4_5a","ebit_ajst_ebit_reg_brl","setoriais_constituicao_ebitda_reg","fluxo_acionista_brl_x_cap_proprio","perdas_realizadas","dgc","perdas_regulatorias","mercado_cagr_u5a","n_cagr_u5a"
"../../BaseDadosANEEL/Base em Excel//Indicadores Base 2017 3T 2018 02 20.xlsx",2017.66666666667,"EEB",201709,"EEB201709",NA,14023.5292756,14010.0075793345,NA,142164.401721849,NA,NA,0.162908896235267,0.583252611163778,NA,NA,-0.063049835688324,NA,NA,NA,NA,NA,NA,NA
"../../BaseDadosANEEL/Base em Excel//Indicadores Base 2018 2T 2018 08 22.xlsx",2017.91666666667,"EEB",201712,"EEB201712","0",0,7101.27722191041,"3471.9858100000001",142672.711247623,"69387.815556177811","Flx Neg",0,0,"102570.51999985945","65269.215104094103",-0.0827766760812059,NA,"4.7376553889334247E-2","4.9205226716736293E-2",NA,"5.1567355357673379E-2","1.7468723216607751E-2","3.1915386348064123E-2"
"../../BaseDadosANEEL/Base em Excel//Indicadores Base 2018 1T 2018 08 06.xlsx",2018.16666666667,"EEB",201803,"EEB201803","0",0,3789.80079718535,NA,144109.762198322,NA,"Ebitda Neg",-0.438629763583398,0.326311979039411,NA,NA,-0.107457622402855,"0",NA,NA,NA,NA,NA,NA
"../../BaseDadosANEEL/Base em Excel//Indicadores Base 2018 2T 2018 08 22.xlsx",2018.41666666667,"EEB",201806,"EEB201806",NA,0,441.530189963342,NA,145562.780381807,NA,NA,-5.24718441221146,-12.7881434023178,NA,NA,-0.129435202250049,"0",NA,NA,NA,NA,NA,NA
"../../BaseDadosANEEL/Base em Excel//Indicadores Base 2018 2T 2018 08 22.xlsx",2011.91666666667,"Elektro",201112,"Elektro201112","1126058.88469",751748.83933,242202.777415674,"476978",2079951.69248544,"1140765.6582702489","2.2099255962443949",0.62315652823883,0.990455993292142,NA,"968395.53294992039",0.0834059890975104,NA,"0.50786317366673162","6.3977767550312259E-2","0.80394043910399038","6.8713440908958368E-2","4.2960894944650496E-2","2.8928764747931934E-2"
"../../BaseDadosANEEL/Base em Excel//Indicadores Base 2018 2T 2018 08 22.xlsx",2012.91666666667,"Elektro",201212,"Elektro201212","1258855.24767",664343.06041,235757.566588239,"399107",2123301.58177383,"1167981.6361443705","2.9372325144386022",0.606797641945312,0.844455408007836,NA,"1024483.6181876377",0.082808752204861,NA,"0.41777312598349248","7.3006605998760493E-2","0.83587734659480006","6.1402648304010009E-2","3.9161243633379028E-2","2.8521985766366775E-2"
"../../BaseDadosANEEL/Base em Excel//Indicadores Base 2018 2T 2018 08 22.xlsx",2013.91666666667,"Elektro",201312,"Elektro201312","1156330.40582",802314.62309,262193.656371366,"282139",2235784.48948289,"1229424.1542591678","2.1408730211770672",0.659513077867435,0.770131323842553,NA,"1068170.680571975",0.110825776980209,NA,"0.28035584285749587","7.3339051952717435E-2","0.75956109352215551","5.8500581895234306E-2","3.8611865838804826E-2","2.7931299211010341E-2"
"../../BaseDadosANEEL/Base em Excel//Indicadores Base 2018 2T 2018 08 22.xlsx",2014.91666666667,"Elektro",201412,"Elektro201412","1212524.0138800002",856056.20741,287246.69552141,"255638",2377842.52832777,"1306167.3123408484","2.1316873022290292",0.642610567130226,0.725754855513191,"1326205.5796790377","1118360.7900018836",0.122846826408051,NA,"0.23854055425232401","6.8108128842743004E-2","0.76749451152579584","5.5751461768633638E-2","4.3483578142546664E-2","2.8115252268434476E-2"
"../../BaseDadosANEEL/Base em Excel//Indicadores Base 2018 2T 2018 08 22.xlsx",2015.91666666667,"Elektro",201512,"Elektro201512","1295923.1755599999",715202.17194,287125.668245137,"518344",2597137.01338105,"1366501.2405029668","3.0273167631824687",0.514753137274837,0.900084843209603,"1291624.9934801965","1169465.7461154608",0.0473413679219101,NA,"0.42120017264551968","6.9451453880856495E-2","0.80528754641620126","5.9888481762186176E-2","2.4636567368657492E-2","2.7439266027064368E-2"
"../../BaseDadosANEEL/Base em Excel//Indicadores Base 2018 2T 2018 08 22.xlsx",2016.91666666667,"Elektro",201612,"Elektro201612","1576229.4763900004",599527.34528,258663.493549995,"275315",2918222.88165925,"1424060.7595356123","4.6242201054470229",0.437100351936331,0.899241715689814,"1443852.0606094375","1241729.5931027993",-0.00755317461662817,"-1.8465458317795975E-7","0.18426046004211158","8.7915559752339736E-2","0.7861043956043956","6.5626724177541257E-2","1.2831555867769628E-2","2.4901763076574879E-2"
"../../BaseDadosANEEL/Base em Excel//Indicadores Base 2018 1T 2018 08 06.xlsx",2017.16666666667,"Elektro",201703,"Elektro201703","1638270.41301",204090.41892,261226.585055885,NA,2971339.68745384,NA,"Flx Neg",0.147316920981015,0.242402780424253,NA,NA,-0.0814245267363868,NA,NA,NA,NA,NA,"7.2269268638689432E-3",NA
"../../BaseDadosANEEL/Base em Excel//Indicadores Base 2018 2T 2018 08 22.xlsx",2017.41666666667,"Elektro",201706,"Elektro201706","1950020.3867399998",361869.87175,264520.140478621,NA,3032873.18458157,NA,"4.6714743802425867",0.486052700996264,0.755039861702262,NA,NA,0.0248733208411987,NA,NA,NA,NA,NA,"7.2269268638689432E-3",NA
"../../BaseDadosANEEL/Base em Excel//Indicadores Base 2017 3T 2018 02 20.xlsx",2017.66666666667,"Elektro",201709,"Elektro201709","1772211.6087500006",775297.95795,266087.459893888,NA,3079852.12840771,NA,"3.4803123963770126",0.549240181039726,0.766323064221266,NA,NA,0.0589839378326889,NA,NA,NA,NA,NA,NA,NA
"../../BaseDadosANEEL/Base em Excel//Indicadores Base 2018 2T 2018 08 22.xlsx",2017.91666666667,"Elektro",201712,"Elektro201712","1841475.92343",797851.75439,264648.282909044,"448352",3100849.2121307,"1513968.3549519915","3.4536082788721516",0.568171210797184,0.905743540870506,"1510391.4775818591","1236873.4677010712",0.0582765478649434,"0.43339080081979908","0.28253664915784449","7.3509487760386322E-2","0.76203000918372854","6.6987908473593261E-2","7.2269268638689432E-3","2.4535246142895595E-2"
"../../BaseDadosANEEL/Base em Excel//Indicadores Base 2018 1T 2018 08 06.xlsx",2018.16666666667,"Elektro",201803,"Elektro201803","2070474.12347",183376.33041,263240.392380393,NA,3121389.83751188,NA,"4.0586892520060802",0.553569636879219,0.907618811600351,NA,NA,0.0505809959365737,NA,NA,NA,NA,NA,NA,NA
"../../BaseDadosANEEL/Base em Excel//Indicadores Base 2018 2T 2018 08 22.xlsx",2018.41666666667,"Elektro",201806,"Elektro201806","1935858.5500299996",352094.94951,261816.858623646,NA,3142158.69206397,NA,"3.7047949357776386",0.564354035465866,0.90585023010304,NA,NA,0.0538859654355395,NA,NA,NA,NA,NA,NA,NA
"../../BaseDadosANEEL/Base em Excel//Indicadores Base 2018 2T 2018 08 22.xlsx",2011.91666666667,"Eletroacre",201112,"Eletroacre201112","82164.413939999999",-41184.6695476,13496.3019944542,"-211568",181607.706438541,"100273.97802351497","Ebitda Neg",-0.414081790356524,1.80510318932667,NA,"0",-0.274286018948061,NA,"- / +","0.23521057998862316","1.0527597459196678","0.2085794343900905","7.9075608360643201E-2","6.90240760680918E-2"
"../../BaseDadosANEEL/Base em Excel//Indicadores Base 2018 2T 2018 08 22.xlsx",2012.91666666667,"Eletroacre",201212,"Eletroacre201212","104239.53779",-118669.3202522,15171.0110971978,"-40889",194545.68909689,"107124.79115971686","Ebitda Neg",-1.06181105638492,3.85226999001193,NA,"0",-0.790969317153168,NA,"- / +","0.20918391530675948","1.4568471209427001","0.19559652402700656","9.1925546661031143E-2","6.2868190731251161E-2"
"../../BaseDadosANEEL/Base em Excel//Indicadores Base 2018 2T 2018 08 22.xlsx",2013.91666666667,"Eletroacre",201312,"Eletroacre201312","140473.64468",-86727.07963,17090.3497750507,"0",205451.906784551,"113192.43503167521","Ebitda Neg",-0.700046142672977,2.43058659828526,NA,"62702.243104105968",-0.639899448516951,NA,"0 / +","0.27740520164229648","1.4888224356534216","0.18825393799025486","7.7533687130134421E-2","5.3782880786823251E-2"
"../../BaseDadosANEEL/Base em Excel//Indicadores Base 2018 2T 2018 08 22.xlsx",2014.91666666667,"Eletroacre",201412,"Eletroacre201412","204018.40469",74235.05371,19831.5995459054,"-230631",226150.582593743,"124379.46410113091","3.750100206406545",0.604223373609759,1.5949357017032,"127897.25404882659","71050.418251562238",0.151142115090536,NA,"- / +","0.23651225518650801","1.4447600739735571","0.17603883304580029","7.9323598113314686E-2","4.5058824383634954E-2"
"../../BaseDadosANEEL/Base em Excel//Indicadores Base 2018 2T 2018 08 22.xlsx",2015.91666666667,"Eletroacre",201512,"Eletroacre201512","374894.67402000003",-77363.58346,21029.0420393484,"0",241727.980026692,"132971.75437565986","Ebitda Neg",-0.593695645569056,2.34409745931975,"141884.81157306687","79487.131964921253",-0.498238853436499,NA,"0 / +","0.23324296470629238","1.5239936572617299","0.17016288415473119","6.474372769229797E-2","3.7630105774918654E-2"
"../../BaseDadosANEEL/Base em Excel//Indicadores Base 2018 2T 2018 08 22.xlsx",2016.91666666667,"Eletroacre",201612,"Eletroacre201612","394971.06703999999",-59959.42112,24101.1537287928,"-56675",265990.867904473,"146869.09416548006","Ebitda Neg",-0.40194396513045,1.84768967306733,"226548.79766635495","92045.136755662301",-0.405982937597725,"0.61560113199255961","- / +","0.24288918270955767","1.820600320531387","0.16435969387444097","5.5068468526977776E-2","3.3810201303022369E-2"
"../../BaseDadosANEEL/Base em Excel//Indicadores Base 2018 1T 2018 08 06.xlsx",2017.16666666667,"Eletroacre",201703,"Eletroacre201703","420391.1841",-20548.46702,24705.1643102621,NA,270384.792381805,NA,"Ebitda Neg",-0.134655016007565,0.447968085679383,NA,NA,-0.220855005882215,"0.44985389267794434",NA,NA,NA,NA,"3.7304269837276083E-2",NA
"../../BaseDadosANEEL/Base em Excel//Indicadores Base 2018 2T 2018 08 22.xlsx",2017.41666666667,"Eletroacre",201706,"Eletroacre201706","513568.49708",-44329.92679,25381.8311209666,NA,275557.496200959,NA,"Ebitda Neg",-0.284800578546354,1.88022522709132,NA,NA,-0.361464791092508,NA,NA,NA,NA,NA,"3.7304269837276083E-2",NA
"../../BaseDadosANEEL/Base em Excel//Indicadores Base 2017 3T 2018 02 20.xlsx",2017.66666666667,"Eletroacre",201709,"Eletroacre201709","552317.3767299999",-20890.50031,26065.9338306898,NA,280787.042919225,NA,"Ebitda Neg",-0.129571470781024,1.79822723860825,NA,NA,-0.280655202446512,NA,NA,NA,NA,NA,NA,NA
"../../BaseDadosANEEL/Base em Excel//Indicadores Base 2018 2T 2018 08 22.xlsx",2017.91666666667,"Eletroacre",201712,"Eletroacre201712","667330.45202000008",-60226.53001,27105.8910034716,"0",284906.616965242,"156151.08902051894","Ebitda Neg",-0.359149270226142,2.03950825890962,"203004.150824974","102282.52373585918",-0.422616125560868,NA,"0 / +","0.21802250183694283","1.6323053160889318","0.16258432696057892","3.7304269837276083E-2","3.098906246846922E-2"
"../../BaseDadosANEEL/Base em Excel//Indicadores Base 2018 1T 2018 08 06.xlsx",2018.16666666667,"Eletroacre",201803,"Eletroacre201803","634835.72085",-27702.54109,28808.2477756497,NA,286799.976578756,NA,"Ebitda Neg",-0.379358783515319,1.94737856913667,NA,NA,-0.452219139414081,NA,NA,NA,NA,NA,NA,NA
"../../BaseDadosANEEL/Base em Excel//Indicadores Base 2018 2T 2018 08 22.xlsx",2018.41666666667,"Eletroacre",201806,"Eletroacre201806","434922.19569999992",122606.66241,30529.5196230743,NA,288714.373521309,NA,"5.9732034912416863",0.546248944907772,1.70264962280046,NA,NA,0.133019005082935,NA,NA,NA,NA,NA,NA,NA
"../../BaseDadosANEEL/Base em Excel//Indicadores Base 2018 2T 2018 08 22.xlsx",2011.91666666667,"Eletrocar",201112,"Eletrocar201112","14980.681789999999",2658.99302,966.366197058205,"1115",12700.5133288141,"6965.6882928666","8.8505520454671078",0.172719503732889,1.01254964544076,NA,"0",-0.0458916615306578,"0","0.19442615825432749","9.6686087405897972E-2","1.1650872916293242","7.3912328061005145E-2","1.2119797289526613E-2","1.7143990746462334E-2"
"../../BaseDadosANEEL/Base em Excel//Indicadores Base 2018 2T 2018 08 22.xlsx",2012.91666666667,"Eletrocar",201212,"Eletrocar201212","26317.195859999996",127.85924,1109.38138556417,"271",13464.8127530208,"7387.4789662351495","Flx Neg",0.00724154013798428,1.1154906042927,NA,"0",-0.26771355383855,NA,"4.4591922956289463E-2","8.4969714222493234E-2","1.0405437844752052","7.801382926336245E-2","1.4077177923826678E-2","1.942057089705207E-2"
"../../BaseDadosANEEL/Base em Excel//Indicadores Base 2018 2T 2018 08 22.xlsx",2013.91666666667,"Eletrocar",201312,"Eletrocar201312","40350.663890000003",3285.74484,1398.95221469442,"3",15546.9264053866,"8540.4034928118417","21.385849906777636",0.184102143306495,0.904458190670957,NA,"4722.0734370089658",-0.00781352901847772,NA,"4.2817243837393681E-4","8.9215034752726963E-2","1.6229177140941848","7.6214901282814398E-2","2.3186849715439051E-2","1.9406872659794683E-2"
"../../BaseDadosANEEL/Base em Excel//Indicadores Base 2018 2T 2018 08 22.xlsx",2014.91666666667,"Eletrocar",201412,"Eletrocar201412","32545.105300000003",8413.27871,1759.12352623905,"2",17852.9411892816,"9826.2734262245976","4.8909447407274591",0.454201009355125,0.977299165205133,"89162.790246537857","5638.0067941229208",0.258751653289971,NA,"2.4916940118103266E-4","8.2092755743106996E-2","1.1794202210211626","7.4768424049138638E-2","5.2137797743594394E-2","2.0997867426587158E-2"
"../../BaseDadosANEEL/Base em Excel//Indicadores Base 2018 2T 2018 08 22.xlsx",2015.91666666667,"Eletrocar",201512,"Eletrocar201512","44874.728709999996",7977.62771,2066.29847938308,"2",19186.6727345242,"10589.040065492183","7.5913093247416299",0.367186598545865,0.970010213804867,"98056.904303085219","6837.9473647328496",0.202155016231518,NA,"2.3262217368320918E-4","9.2079114109750393E-2","0.90222313027733647","7.3204665823436182E-2","3.9808044937617026E-2","1.9021777128003681E-2"
"../../BaseDadosANEEL/Base em Excel//Indicadores Base 2018 2T 2018 08 22.xlsx",2016.91666666667,"Eletrocar",201612,"Eletrocar201612","38128.800889999999",6331.44611,2283.47646395023,"0",20869.4869739803,"11524.503070233734","9.4192408105649239",0.263765958675317,0.918558173376108,"115180.49317665851","9851.2398747074258",0.0884607673647986,"0.10918098349378064","0 / +","9.8008685698164746E-2","1.1634824588192463","7.1670231655728556E-2","4.4939748658404666E-2","1.772871114401986E-2"
"../../BaseDadosANEEL/Base em Excel//Indicadores Base 2018 1T 2018 08 06.xlsx",2017.16666666667,"Eletrocar",201703,"Eletrocar201703","39435.8358",1459.23271,2301.82546220401,NA,21292.2871805411,NA,"Flx Neg",0.0602953714884995,0.256615542721369,NA,NA,-0.0703989197148598,NA,NA,NA,NA,NA,"1.9031448756839042E-2",NA
"../../BaseDadosANEEL/Base em Excel//Indicadores Base 2018 2T 2018 08 22.xlsx",2017.41666666667,"Eletrocar",201706,"Eletrocar201706","29500.426780000002",17910.47305,2326.56499740006,NA,21775.064867519,NA,"1.6520969833197952",0.824937883489156,1.11337879735646,NA,NA,0.716603733465322,NA,NA,NA,NA,NA,"1.9031448756839042E-2",NA
"../../BaseDadosANEEL/Base em Excel//Indicadores Base 2017 3T 2018 02 20.xlsx",2017.66666666667,"Eletrocar",201709,"Eletrocar201709","28476.854480000002",21234.66844,2608.03098461296,NA,28007.2486817247,NA,"1.5288242200561095",0.843652351507759,1.1706303624851,NA,NA,0.554789057071673,NA,NA,NA,NA,NA,NA,NA
"../../BaseDadosANEEL/Base em Excel//Indicadores Base 2018 2T 2018 08 22.xlsx",2017.91666666667,"Eletrocar",201712,"Eletrocar201712","32641.197100000005",23413.12277,2970.0969855093,"0",36330.3416753245,"18491.785731277927","1.5966910888878088",0.899973750768777,1.21418470146943,"88838.824239719746","11884.232616777246",0.449736999336562,NA,"0 / +","9.5905156954715853E-2","0.7790849105747526","7.3616029180433307E-2","1.9031448756839042E-2","1.5793386556262057E-2"
"../../BaseDadosANEEL/Base em Excel//Indicadores Base 2018 1T 2018 08 06.xlsx",2018.16666666667,"Eletrocar",201803,"Eletrocar201803","30835.73289",3611.73597,3324.29198638615,NA,44351.7646325698,NA,"1.3864156183047778",0.952499853491389,1.27180974630139,NA,NA,0.385056619563879,NA,NA,NA,NA,NA,NA,NA
"../../BaseDadosANEEL/Base em Excel//Indicadores Base 2018 2T 2018 08 22.xlsx",2018.41666666667,"Eletrocar",201806,"Eletrocar201806","27802.711590000006",6889.2709,3682.42248727274,NA,52462.3145115623,NA,"3.1922288938242156",0.447766810537231,1.14883037640579,NA,NA,0.0467232791408897,NA,NA,NA,NA,NA,NA,NA
"../../BaseDadosANEEL/Base em Excel//Indicadores Base 2018 2T 2018 08 22.xlsx",2011.91666666667,"Eletropaulo",201112,"Eletropaulo201112","2841046.0018099993",2330887.04039,559243.842780761,"1192050",5040307.41069181,"2768572.1439453419","1.6036219965983429",0.946024757817384,1.21254677810501,NA,"2461794.523576891",0.21030672638536,NA,"0.52473103598344484","0.10697011401509499","1.0491737133466246","0.11739251285553602","3.243943577901387E-2","2.9200249966687908E-2"
"../../BaseDadosANEEL/Base em Excel//Indicadores Base 2018 2T 2018 08 22.xlsx",2012.91666666667,"Eletropaulo",201212,"Eletropaulo201212","3864254.7856099997",323447.47953,499974.155552776,"608319",4565022.46546499,"2514174.2291350453","Flx Neg",0.148150668034876,1.48181727928439,NA,"2475744.2865328696",-0.138151456247703,"0","0.29661824274652593","0.10070517317597494","0.94718567251461994","0.1050535355868104","2.5732490463750146E-2","2.7039832695321175E-2"
"../../BaseDadosANEEL/Base em Excel//Indicadores Base 2018 2T 2018 08 22.xlsx",2013.91666666667,"Eletropaulo",201312,"Eletropaulo201312","5084210.6999399997",690583.93283,541711.194641928,"48097",4817584.4229777,"2651425.1685270015","34.151388372511128",0.292204160272037,1.4189322379066,NA,"2438823.0879616058",-0.0553648071975938,NA,"2.2203815301750127E-2","9.9362370178064444E-2","0.95527068554779171","0.10058347676683752","2.3536416751987588E-2","2.6794956852250529E-2"
"../../BaseDadosANEEL/Base em Excel//Indicadores Base 2018 2T 2018 08 22.xlsx",2014.91666666667,"Eletropaulo",201412,"Eletropaulo201412","5138472.0902999993",1239789.57584,595924.397800802,"68655",5135929.68881059,"2820808.7507936298","7.9806646881393801",0.477361279544859,1.14516186843274,"2870771.0998520236","2397746.5377983819",0.0395366455320901,NA,"2.9655038262842121E-2","9.671864928798439E-2","1.1866272420849886","9.605829217775938E-2","2.5058079999168426E-2","2.2745848552635062E-2"
"../../BaseDadosANEEL/Base em Excel//Indicadores Base 2018 2T 2018 08 22.xlsx",2015.91666666667,"Eletropaulo",201512,"Eletropaulo201512","4359661.79586",1076310.99144,588710.511271378,"22",5667421.714075,"2928863.4650447592","8.9410531227375856",0.381365310030274,1.2559782619947,"2337108.4624551493","2429663.3428762644",-0.0128571737783288,NA,"8.0334241595155069E-6","9.1369217430527006E-2","2.0289676168234041","9.3945916144508035E-2","1.3381176057579269E-2","2.0729233561959104E-2"
"../../BaseDadosANEEL/Base em Excel//Indicadores Base 2018 2T 2018 08 22.xlsx",2016.91666666667,"Eletropaulo",201612,"Eletropaulo201612","6067412.6268399991",922874.74313,562944.536289292,"41852",6324772.78623538,"3082389.7932280321","16.857192065363986",0.308258538911698,1.31922101961459,"2570025.7224870459","2591924.4522674335",-0.0615266331621345,"-0.27826224873922356","1.2907790378329669E-2","9.7867647446308131E-2","1.558071130832325","9.4002487912305574E-2","-7.0659895154200347E-3","1.8669320256918809E-2"
"../../BaseDadosANEEL/Base em Excel//Indicadores Base 2018 1T 2018 08 06.xlsx",2017.16666666667,"Eletropaulo",201703,"Eletropaulo201703","6069944.07575",309876.65025,568926.098340543,NA,6429373.22944067,NA,"Flx Neg",0.102311493753783,0.399151569804839,NA,NA,-0.105564537409149,NA,NA,NA,NA,NA,"-1.1586222272351399E-2",NA
"../../BaseDadosANEEL/Base em Excel//Indicadores Base 2018 2T 2018 08 22.xlsx",2017.41666666667,"Eletropaulo",201706,"Eletropaulo201706","6490117.4676700011",650581.85056,576952.070889062,NA,6562428.73497294,NA,"11.496264157395693",0.371567534374443,1.5174449168235,NA,NA,-0.0390892106038092,NA,NA,NA,NA,NA,"-1.1586222272351399E-2",NA
